id,pred
2017_1173_1246,0.219498857856
2017_1181_1246,0.494583189487
2017_1190_1246,0.123662382364
2017_1195_1246,0.0825932472944
2017_1196_1246,0.484280705452
2017_1199_1246,0.431002646685
2017_1211_1246,0.368767678738
2017_1233_1246,0.0650554820895
2017_1235_1246,0.291113853455
2017_1240_1246,0.0589832887053
2017_1242_1246,0.337095618248
2017_1243_1246,0.231578111649
2017_1245_1246,0.102899000049
2017_1112_1257,0.419192522764
2017_1116_1257,0.307772248983
2017_1124_1257,0.330994188786
2017_1137_1257,0.110635921359
2017_1139_1257,0.375512123108
2017_1153_1257,0.492546439171
2017_1166_1257,0.265944957733
2017_1173_1257,0.251346290112
2017_1181_1257,0.538777470589
2017_1190_1257,0.144169524312
2017_1195_1257,0.0945259705186
2017_1196_1257,0.528515338898
2017_1199_1257,0.474868386984
2017_1211_1257,0.410861968994
2017_1233_1257,0.0769475921988
2017_1235_1257,0.328984826803
2017_1240_1257,0.0676753595471
2017_1242_1257,0.377744823694
2017_1243_1257,0.264578223228
2017_1245_1257,0.120442062616
2017_1246_1257,0.547049343586
2017_1112_1266,0.696508407593
2017_1116_1266,0.585659742355
2017_1124_1266,0.611692070961
2017_1137_1266,0.283474236727
2017_1139_1266,0.656635463238
2017_1153_1266,0.755212903023
2017_1166_1266,0.535335183144
2017_1173_1266,0.516282379627
2017_1181_1266,0.787854373455
2017_1190_1266,0.34886354208
2017_1195_1266,0.247390508652
2017_1196_1266,0.780877768993
2017_1199_1266,0.741911292076
2017_1211_1266,0.689212501049
2017_1233_1266,0.201918065548
2017_1235_1266,0.609233736992
2017_1240_1266,0.184429362416
2017_1242_1266,0.658553898335
2017_1243_1266,0.533596456051
2017_1245_1266,0.303543955088
2017_1246_1266,0.793379187584
2017_1257_1266,0.761579394341
2017_1112_1268,0.749506771564
2017_1116_1268,0.64814555645
2017_1124_1268,0.67220646143
2017_1137_1268,0.340252637863
2017_1139_1268,0.713735103607
2017_1153_1268,0.800813138485
2017_1166_1268,0.600331604481
2017_1173_1268,0.58183068037
2017_1181_1268,0.828855097294
2017_1190_1268,0.411244064569
2017_1195_1268,0.299926459789
2017_1196_1268,0.822813808918
2017_1199_1268,0.789338886738
2017_1211_1268,0.742995798588
2017_1233_1268,0.25376406312
2017_1235_1268,0.670050799847
2017_1240_1268,0.227681607008
2017_1242_1268,0.715662419796
2017_1243_1268,0.598660767078
2017_1245_1268,0.362134546041
2017_1246_1268,0.833537638187
2017_1257_1268,0.806392610073
2017_1266_1268,0.568698406219
2017_1112_1274,0.60325294733
2017_1116_1274,0.483698397875
2017_1124_1274,0.510336995125
2017_1137_1274,0.207640334964
2017_1139_1274,0.558844566345
2017_1153_1274,0.671613752842
2017_1166_1274,0.432446748018
2017_1173_1274,0.414284706116
2017_1181_1274,0.711083769798
2017_1190_1274,0.261934459209
2017_1195_1274,0.178807556629
2017_1196_1274,0.702566981316
2017_1199_1274,0.655827820301
2017_1211_1274,0.594664096832
2017_1233_1274,0.149020195007
2017_1235_1274,0.508111715317
2017_1240_1274,0.130301848054
2017_1242_1274,0.561205863953
2017_1243_1274,0.431260019541
2017_1245_1274,0.223903238773
2017_1246_1274,0.717894971371
2017_1257_1274,0.679204463959
2017_1266_1274,0.400932610035
2017_1268_1274,0.332886457443
2017_1112_1276,0.424494951963
2017_1116_1276,0.312664538622
2017_1124_1276,0.335972815752
2017_1137_1276,0.112804353237
2017_1139_1276,0.380604505539
2017_1153_1276,0.49801671505
2017_1166_1276,0.270193219185
2017_1173_1276,0.255794107914
2017_1181_1276,0.544164836407
2017_1190_1276,0.148132696748
2017_1195_1276,0.0994887128472
2017_1196_1276,0.534012317657
2017_1199_1276,0.480337262154
2017_1211_1276,0.416137039661
2017_1233_1276,0.0770499557257
2017_1235_1276,0.333791017532
2017_1240_1276,0.071773648262
2017_1242_1276,0.382987856865
2017_1243_1276,0.268916934729
2017_1245_1276,0.123080000281
2017_1246_1276,0.552846550941
2017_1257_1276,0.506795942783
2017_1266_1276,0.245084047318
2017_1268_1276,0.194877639413
2017_1274_1276,0.326268792152
2017_1112_1277,0.827824831009
2017_1116_1277,0.745487093925
2017_1124_1277,0.767192602158
2017_1137_1277,0.453173756599
2017_1139_1277,0.79989951849
2017_1153_1277,0.865137934685
2017_1166_1277,0.707047879696
2017_1173_1277,0.690012872219
2017_1181_1277,0.885869145393
2017_1190_1277,0.528663396835
2017_1195_1277,0.407748997211
2017_1196_1277,0.881058633327
2017_1199_1277,0.856816411018
2017_1211_1277,0.822721362114
2017_1233_1277,0.351837456226
2017_1235_1277,0.763842463493
2017_1240_1277,0.321439504623
2017_1242_1277,0.801770985126
2017_1243_1277,0.704612255096
2017_1245_1277,0.47497433424
2017_1246_1277,0.889182388783
2017_1257_1277,0.869556903839
2017_1266_1277,0.678800046444
2017_1268_1277,0.61208409071
2017_1274_1277,0.759346425533
2017_1276_1277,0.862985610962
2017_1112_1278,0.613253772259
2017_1116_1278,0.494255542755
2017_1124_1278,0.520816802979
2017_1137_1278,0.214628502727
2017_1139_1278,0.569180548191
2017_1153_1278,0.680805981159
2017_1166_1278,0.443291008472
2017_1173_1278,0.424499034882
2017_1181_1278,0.719614863396
2017_1190_1278,0.269969463348
2017_1195_1278,0.186774045229
2017_1196_1278,0.711258530617
2017_1199_1278,0.665217399597
2017_1211_1278,0.604984164238
2017_1233_1278,0.153339713812
2017_1235_1278,0.518638551235
2017_1240_1278,0.13709962368
2017_1242_1278,0.571359992027
2017_1243_1278,0.441477388144
2017_1245_1278,0.231280907989
2017_1246_1278,0.726291894913
2017_1257_1278,0.688252329826
2017_1266_1278,0.411101013422
2017_1268_1278,0.342257678509
2017_1274_1278,0.509952306747
2017_1276_1278,0.67709851265
2017_1277_1278,0.249652832747
2017_1112_1291,0.954047441483
2017_1116_1291,0.94150853157
2017_1124_1291,0.943419158459
2017_1137_1291,0.826525211334
2017_1139_1291,0.950107038021
2017_1153_1291,0.960445642471
2017_1166_1291,0.930930554867
2017_1173_1291,0.9268887043
2017_1181_1291,0.963613271713
2017_1190_1291,0.865440011024
2017_1195_1291,0.797286331654
2017_1196_1291,0.963264107704
2017_1199_1291,0.959654033184
2017_1211_1291,0.953562557697
2017_1233_1291,0.75280213356
2017_1235_1291,0.944672107697
2017_1240_1291,0.730022132397
2017_1242_1291,0.950629234314
2017_1243_1291,0.9317445755
2017_1245_1291,0.839090883732
2017_1246_1291,0.964294195175
2017_1257_1291,0.960917532444
2017_1266_1291,0.923770666122
2017_1268_1291,0.898699820042
2017_1274_1291,0.942874133587
2017_1276_1291,0.960004329681
2017_1277_1291,0.84607642889
2017_1278_1291,0.94163531065
2017_1112_1292,0.5621265769
2017_1116_1292,0.441594213247
2017_1124_1292,0.468078762293
2017_1137_1292,0.181185513735
2017_1139_1292,0.516817033291
2017_1153_1292,0.633200883865
2017_1166_1292,0.391892790794
2017_1173_1292,0.373879045248
2017_1181_1292,0.675066947937
2017_1190_1292,0.230584859848
2017_1195_1292,0.155310451984
2017_1196_1292,0.665945112705
2017_1199_1292,0.616584181786
2017_1211_1292,0.553681850433
2017_1233_1292,0.126777738333
2017_1235_1292,0.465815514326
2017_1240_1292,0.112331107259
2017_1242_1292,0.519179403782
2017_1243_1292,0.390187084675
2017_1245_1292,0.195866167545
2017_1246_1292,0.682307124138
2017_1257_1292,0.641140580177
2017_1266_1292,0.361067026854
2017_1268_1292,0.296438932419
2017_1274_1292,0.457215219736
2017_1276_1292,0.629236996174
2017_1277_1292,0.212378799915
2017_1278_1292,0.446471095085
2017_1291_1292,0.0441018454731
2017_1112_1297,0.93133443594
2017_1116_1297,0.892291784286
2017_1124_1297,0.90322458744
2017_1137_1297,0.701358377934
2017_1139_1297,0.91870111227
2017_1153_1297,0.947650194168
2017_1166_1297,0.872464537621
2017_1173_1297,0.862878680229
2017_1181_1297,0.954497635365
2017_1190_1297,0.760663032532
2017_1195_1297,0.661052286625
2017_1196_1297,0.953039526939
2017_1199_1297,0.94349604845
2017_1211_1297,0.929422974586
2017_1233_1297,0.598594665527
2017_1235_1297,0.901442408562
2017_1240_1297,0.572934448719
2017_1242_1297,0.919526934624
2017_1243_1297,0.870642662048
2017_1245_1297,0.719625771046
2017_1246_1297,0.956165313721
2017_1257_1297,0.948965728283
2017_1266_1297,0.856784045696
2017_1268_1297,0.816545426846
2017_1274_1297,0.898606538773
2017_1276_1297,0.945778846741
2017_1277_1297,0.739778995514
2017_1278_1297,0.894638717175
2017_1291_1297,0.317347437143
2017_1292_1297,0.91311621666
2017_1112_1300,0.872737705708
2017_1116_1300,0.808621883392
2017_1124_1300,0.823105335236
2017_1137_1300,0.54174464941
2017_1139_1300,0.851062893867
2017_1153_1300,0.902146279812
2017_1166_1300,0.774904370308
2017_1173_1300,0.761362612247
2017_1181_1300,0.917353451252
2017_1190_1300,0.615733802319
2017_1195_1300,0.495468914509
2017_1196_1300,0.914176344872
2017_1199_1300,0.895752489567
2017_1211_1300,0.868892192841
2017_1233_1300,0.434887170792
2017_1235_1300,0.823298096657
2017_1240_1300,0.403235554695
2017_1242_1300,0.852220356464
2017_1243_1300,0.773694932461
2017_1245_1300,0.565425276756
2017_1246_1300,0.919316709042
2017_1257_1300,0.904406547546
2017_1266_1300,0.751183271408
2017_1268_1300,0.692358314991
2017_1274_1300,0.818156957626
2017_1276_1300,0.900670588017
2017_1277_1300,0.589164376259
2017_1278_1300,0.811655461788
2017_1291_1300,0.189749956131
2017_1292_1300,0.841516017914
2017_1297_1300,0.335413753986
2017_1112_1305,0.737705767155
2017_1116_1305,0.631125926971
2017_1124_1305,0.658416330814
2017_1137_1305,0.326734095812
2017_1139_1305,0.700924217701
2017_1153_1305,0.790585100651
2017_1166_1305,0.585791170597
2017_1173_1305,0.563973844051
2017_1181_1305,0.816732525826
2017_1190_1305,0.396656274796
2017_1195_1305,0.288192540407
2017_1196_1305,0.810168802738
2017_1199_1305,0.774873435497
2017_1211_1305,0.731080830097
2017_1233_1305,0.236460953951
2017_1235_1305,0.656569600105
2017_1240_1305,0.217343091965
2017_1242_1305,0.702763676643
2017_1243_1305,0.583892345428
2017_1245_1305,0.347984105349
2017_1246_1305,0.821433544159
2017_1257_1305,0.792394578457
2017_1266_1305,0.553174078465
2017_1268_1305,0.477032542229
2017_1274_1305,0.643415927887
2017_1276_1305,0.786231458187
2017_1277_1305,0.367870390415
2017_1278_1305,0.634893000126
2017_1291_1305,0.0880816653371
2017_1292_1305,0.682654857635
2017_1297_1305,0.171490654349
2017_1300_1305,0.287049770355
2017_1112_1308,0.835165679455
2017_1116_1308,0.754530847073
2017_1124_1308,0.776212930679
2017_1137_1308,0.466283410788
2017_1139_1308,0.808519423008
2017_1153_1308,0.871780693531
2017_1166_1308,0.717798352242
2017_1173_1308,0.699327766895
2017_1181_1308,0.888922929764
2017_1190_1308,0.541934728622
2017_1195_1308,0.421089291573
2017_1196_1308,0.884368479252
2017_1199_1308,0.860509634018
2017_1211_1308,0.830432355404
2017_1233_1308,0.357975661755
2017_1235_1308,0.774461627007
2017_1240_1308,0.332371890545
2017_1242_1308,0.809666514397
2017_1243_1308,0.716130375862
2017_1245_1308,0.490225732327
2017_1246_1308,0.891982793808
2017_1257_1308,0.872530817986
2017_1266_1308,0.690751492977
2017_1268_1308,0.621029615402
2017_1274_1308,0.764240026474
2017_1276_1308,0.868512153625
2017_1277_1308,0.511320531368
2017_1278_1308,0.757709801197
2017_1291_1308,0.147457569838
2017_1292_1308,0.7945753932
2017_1297_1308,0.271610379219
2017_1300_1308,0.419957339764
2017_1305_1308,0.644247174263
2017_1112_1309,0.939338803291
2017_1116_1309,0.904128968716
2017_1124_1309,0.914667785168
2017_1137_1309,0.729611694813
2017_1139_1309,0.928079843521
2017_1153_1309,0.952471733093
2017_1166_1309,0.88696372509
2017_1173_1309,0.878264665604
2017_1181_1309,0.958771646023
2017_1190_1309,0.785038530827
2017_1195_1309,0.691773056984
2017_1196_1309,0.957747042179
2017_1199_1309,0.950472056866
2017_1211_1309,0.93708050251
2017_1233_1309,0.632474422455
2017_1235_1309,0.912360131741
2017_1240_1309,0.606901168823
2017_1242_1309,0.929125964642
2017_1243_1309,0.885445594788
2017_1245_1309,0.747524619102
2017_1246_1309,0.960446953773
2017_1257_1309,0.954408824444
2017_1266_1309,0.872559845448
2017_1268_1309,0.837096989155
2017_1274_1309,0.911370694637
2017_1276_1309,0.950936257839
2017_1277_1309,0.765877783298
2017_1278_1309,0.907005190849
2017_1291_1309,0.348456382751
2017_1292_1309,0.923227012157
2017_1297_1309,0.535593211651
2017_1300_1309,0.693017661572
2017_1305_1309,0.84702372551
2017_1308_1309,0.755210578442
2017_1112_1314,0.418722510338
2017_1116_1314,0.307437062263
2017_1124_1314,0.330751568079
2017_1137_1314,0.110358349979
2017_1139_1314,0.374866783619
2017_1153_1314,0.492073953152
2017_1166_1314,0.265404582024
2017_1173_1314,0.250844627619
2017_1181_1314,0.538277089596
2017_1190_1314,0.143990665674
2017_1195_1314,0.0941423773766
2017_1196_1314,0.528070390224
2017_1199_1314,0.474505156279
2017_1211_1314,0.410268485546
2017_1233_1314,0.0766737759113
2017_1235_1314,0.328412055969
2017_1240_1314,0.0678904503584
2017_1242_1314,0.377383083105
2017_1243_1314,0.264047443867
2017_1245_1314,0.120173558593
2017_1246_1314,0.547139942646
2017_1257_1314,0.50105047226
2017_1266_1314,0.240591570735
2017_1268_1314,0.191579788923
2017_1274_1314,0.320828258991
2017_1276_1314,0.48749127984
2017_1277_1314,0.132334560156
2017_1278_1314,0.312176942825
2017_1291_1314,0.0330889821053
2017_1292_1314,0.35799691081
2017_1297_1314,0.0503083355725
2017_1300_1314,0.0939313769341
2017_1305_1314,0.206028312445
2017_1308_1314,0.125198379159
2017_1309_1314,0.0452434644103
2017_1112_1315,0.936824381351
2017_1116_1315,0.898686289787
2017_1124_1315,0.909794211388
2017_1137_1315,0.721661925316
2017_1139_1315,0.925615847111
2017_1153_1315,0.951599240303
2017_1166_1315,0.882988333702
2017_1173_1315,0.869917809963
2017_1181_1315,0.956280171871
2017_1190_1315,0.778311491013
2017_1195_1315,0.68219679594
2017_1196_1315,0.955038547516
2017_1199_1315,0.946006238461
2017_1211_1315,0.935454964638
2017_1233_1315,0.62334883213
2017_1235_1315,0.910809993744
2017_1240_1315,0.593163907528
2017_1242_1315,0.925163269043
2017_1243_1315,0.882228970528
2017_1245_1315,0.740742504597
2017_1246_1315,0.957697868347
2017_1257_1315,0.950855433941
2017_1266_1315,0.867955267429
2017_1268_1315,0.824255049229
2017_1274_1315,0.90230101347
2017_1276_1315,0.948706626892
2017_1277_1315,0.751040995121
2017_1278_1315,0.898743450642
2017_1291_1315,0.339324772358
2017_1292_1315,0.917831599712
2017_1297_1315,0.525357186794
2017_1300_1315,0.678167700768
2017_1305_1315,0.843083798885
2017_1308_1315,0.747560083866
2017_1309_1315,0.489328145981
2017_1314_1315,0.951929628849
2017_1112_1321,0.674234926701
2017_1116_1321,0.56035733223
2017_1124_1321,0.586553990841
2017_1137_1321,0.262933671474
2017_1139_1321,0.632968366146
2017_1153_1321,0.735718727112
2017_1166_1321,0.50957775116
2017_1173_1321,0.490525007248
2017_1181_1321,0.770122766495
2017_1190_1321,0.326230078936
2017_1195_1321,0.228634983301
2017_1196_1321,0.762771785259
2017_1199_1321,0.721735715866
2017_1211_1321,0.666649222374
2017_1233_1321,0.190804809332
2017_1235_1321,0.584334731102
2017_1240_1321,0.16940535605
2017_1242_1321,0.635155856609
2017_1243_1321,0.507783591747
2017_1245_1321,0.281977504492
2017_1246_1321,0.775972306728
2017_1257_1321,0.742379724979
2017_1266_1321,0.476719886065
2017_1268_1321,0.404492288828
2017_1274_1321,0.575973451138
2017_1276_1321,0.7323808074
2017_1277_1321,0.302092701197
2017_1278_1321,0.565352261066
2017_1291_1321,0.0662671178579
2017_1292_1321,0.615788698196
2017_1297_1321,0.132162198424
2017_1300_1321,0.229650825262
2017_1305_1321,0.425520569086
2017_1308_1321,0.289897561073
2017_1309_1321,0.117901146412
2017_1314_1321,0.747082769871
2017_1315_1321,0.12232542783
2017_1112_1323,0.465903133154
2017_1116_1323,0.349689722061
2017_1124_1323,0.374358206987
2017_1137_1323,0.130706056952
2017_1139_1323,0.420891493559
2017_1153_1323,0.539843916893
2017_1166_1323,0.304517447948
2017_1173_1323,0.288908153772
2017_1181_1323,0.585386633873
2017_1190_1323,0.169409289956
2017_1195_1323,0.115333788097
2017_1196_1323,0.575358808041
2017_1199_1323,0.522211968899
2017_1211_1323,0.45738235116
2017_1233_1323,0.090698376298
2017_1235_1323,0.372078806162
2017_1240_1323,0.0837237387896
2017_1242_1323,0.42321613431
2017_1243_1323,0.303047090769
2017_1245_1323,0.142162114382
2017_1246_1323,0.593478262424
2017_1257_1323,0.548459529877
2017_1266_1323,0.277421891689
2017_1268_1323,0.222571253777
2017_1274_1323,0.364037662745
2017_1276_1323,0.535593807697
2017_1277_1323,0.158105939627
2017_1278_1323,0.354064911604
2017_1291_1323,0.0387691371143
2017_1292_1323,0.403162479401
2017_1297_1323,0.0609166584909
2017_1300_1323,0.111625224352
2017_1305_1323,0.238241896033
2017_1308_1323,0.147453173995
2017_1309_1323,0.0544309057295
2017_1314_1323,0.554557263851
2017_1315_1323,0.0560269020498
2017_1321_1323,0.292257040739
2017_1112_1329,0.596574068069
2017_1116_1329,0.476701587439
2017_1124_1329,0.503462135792
2017_1137_1329,0.203233838081
2017_1139_1329,0.552058577538
2017_1153_1329,0.665268421173
2017_1166_1329,0.426349163055
2017_1173_1329,0.407684117556
2017_1181_1329,0.705320596695
2017_1190_1329,0.256677150726
2017_1195_1329,0.174995854497
2017_1196_1329,0.696661949158
2017_1199_1329,0.649451613426
2017_1211_1329,0.588432073593
2017_1233_1329,0.140175133944
2017_1235_1329,0.501138031483
2017_1240_1329,0.128582045436
2017_1242_1329,0.554388046265
2017_1243_1329,0.424382179976
2017_1245_1329,0.219154328108
2017_1246_1329,0.712186455727
2017_1257_1329,0.673047661781
2017_1266_1329,0.394337564707
2017_1268_1329,0.326801121235
2017_1274_1329,0.492416441441
2017_1276_1329,0.661606788635
2017_1277_1329,0.237314134836
2017_1278_1329,0.481693595648
2017_1291_1329,0.0493525788188
2017_1292_1329,0.533853948116
2017_1297_1329,0.0981499999762
2017_1300_1329,0.175612017512
2017_1305_1329,0.345772504807
2017_1308_1329,0.225535303354
2017_1309_1329,0.0870863422751
2017_1314_1329,0.678520619869
2017_1315_1329,0.0883879065514
2017_1321_1329,0.411903142929
2017_1323_1329,0.626661837101
2017_1112_1332,0.440731316805
2017_1116_1332,0.326840758324
2017_1124_1332,0.35070592165
2017_1137_1332,0.119588524103
2017_1139_1332,0.396379113197
2017_1153_1332,0.514561235905
2017_1166_1332,0.283477038145
2017_1173_1332,0.26822167635
2017_1181_1332,0.560511052608
2017_1190_1332,0.155545130372
2017_1195_1332,0.104391314089
2017_1196_1332,0.550328731537
2017_1199_1332,0.496781855822
2017_1211_1332,0.43232023716
2017_1233_1332,0.0801809430122
2017_1235_1332,0.348722398281
2017_1240_1332,0.0748517438769
2017_1242_1332,0.398605525494
2017_1243_1332,0.2820520401
2017_1245_1332,0.130077749491
2017_1246_1332,0.568679630756
2017_1257_1332,0.523098647594
2017_1266_1332,0.25763246417
2017_1268_1332,0.205455034971
2017_1274_1332,0.340819507837
2017_1276_1332,0.510264337063
2017_1277_1332,0.143151968718
2017_1278_1332,0.331160128117
2017_1291_1332,0.0359775014222
2017_1292_1332,0.378951251507
2017_1297_1332,0.0548275709152
2017_1300_1332,0.101922668517
2017_1305_1332,0.219690904021
2017_1308_1332,0.13429158926
2017_1309_1332,0.0497957915068
2017_1314_1332,0.529288232327
2017_1315_1332,0.0498470440507
2017_1321_1332,0.271670937538
2017_1323_1332,0.472169876099
2017_1329_1332,0.354817509651
2017_1112_1343,0.742219805717
2017_1116_1343,0.639164865017
2017_1124_1343,0.662647843361
2017_1137_1343,0.33144557476
2017_1139_1343,0.705485701561
2017_1153_1343,0.794530272484
2017_1166_1343,0.590773701668
2017_1173_1343,0.573892712593
2017_1181_1343,0.823060631752
2017_1190_1343,0.403247267008
2017_1195_1343,0.29167163372
2017_1196_1343,0.817687928677
2017_1199_1343,0.78266108036
2017_1211_1343,0.735395848751
2017_1233_1343,0.240319207311
2017_1235_1343,0.661407291889
2017_1240_1343,0.220856845379
2017_1242_1343,0.707388222218
2017_1243_1343,0.590470910072
2017_1245_1343,0.352991253138
2017_1246_1343,0.828745186329
2017_1257_1343,0.800027310848
2017_1266_1343,0.558577299118
2017_1268_1343,0.486386477947
2017_1274_1343,0.653497099876
2017_1276_1343,0.791654407978
2017_1277_1343,0.378273308277
2017_1278_1343,0.645032525063
2017_1291_1343,0.0893928855658
2017_1292_1343,0.689974963665
2017_1297_1343,0.175254926085
2017_1300_1343,0.292819291353
2017_1305_1343,0.508258104324
2017_1308_1343,0.363243222237
2017_1309_1343,0.157834157348
2017_1314_1343,0.804008483887
2017_1315_1343,0.158994317055
2017_1321_1343,0.576415896416
2017_1323_1343,0.76540595293
2017_1329_1343,0.666132748127
2017_1332_1343,0.783994555473
2017_1112_1344,0.74352812767
2017_1116_1344,0.641043484211
2017_1124_1344,0.665257632732
2017_1137_1344,0.333181768656
2017_1139_1344,0.707207739353
2017_1153_1344,0.795809149742
2017_1166_1344,0.592692911625
2017_1173_1344,0.57415664196
2017_1181_1344,0.824298560619
2017_1190_1344,0.403605639935
2017_1195_1344,0.295756936073
